"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","AlgebraTotalTestedNotTested","Algebra1TotalTested","Algebra1MetStandardIncludingPrevPass","Algebra1PercentMetStandardIncludingPrevPass","Algebra1MetStandardWithoutPrevPass","Algebra1PercentMetStandardWithoutPrevPass","Algebra1PercentMetStandardExcludingNoScore","Algebra1Level1","Algebra1PercentLevel1","Algebra1Level2","Algebra1PercentLevel2","Algebra1LevelBasic","Algebra1PercentLevelBasic","Algebra1Level3","Algebra1PercentLevel3","Algebra1Level4","Algebra1PercentLevel4","Algebra1NoScore","Algebra1PercentNoScore","Algebra1NotMet","Algebra1PercentNotMet","Algebra1ExcusedAbsence","Algebra1Exempted","Integrated1TotalTestedNotTested","Integrated1TotalTested","Integrated1MetStandardIncludingPrevPass","Integrated1PercentMetStandardIncludingPrevPass","Integrated1MetStandardWithoutPrevPass","Integrated1PercentMetStandardWithoutPrevPass","Integrated1PercentMetStandardExcludingNoScore","Integrated1Level1","Integrated1PercentLevel1","Integrated1Level2","Integrated1PercentLevel2","Integrated1LevelBasic","Integrated1PercentLevelBasic","Integrated1Level3","Integrated1PercentLevel3","Integrated1Level4","Integrated1PercentLevel4","Integrated1NoScore","Integrated1PercentNoScore","Integrated1NotMet","Integrated1PercentNotMet","Integrated1ExcusedAbsence","Integrated1Exempted","Retake1TotalTestedNotTested","Retake1TotalTested","Retake1MetStandardIncludingPrevPass","Retake1PercentMetStandardIncludingPrevPass","Retake1MetStandardWithoutPrevPass","Retake1PercentMetStandardWithoutPrevPass","Retake1PercentMetStandardExcludingNoScore","Retake1Level1","Retake1PercentLevel1","Retake1Level2","Retake1PercentLevel2","Retake1LevelBasic","Retake1PercentLevelBasic","Retake1Level3","Retake1PercentLevel3","Retake1Level4","Retake1PercentLevel4","Retake1NoScore","Retake1PercentNoScore","Retake1NotMet","Retake1PercentNotMet","Retake1ExcusedAbsence","Retake1Exempted","AllEOCMathYear1TotalTestedNotTested","AllEOCMathYear1TotalTested","AllEOCMathYear1MetStandardIncludingPrevPass","AllEOCMathYear1PercentMetStandardIncludingPrevPass","AllEOCMathYear1MetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardExcludingNoScore","AllEOCMathYear1Level1","AllEOCMathYear1PercentLevel1","AllEOCMathYear1Level2","AllEOCMathYear1PercentLevel2","AllEOCMathYear1LevelBasic","AllEOCMathYear1PercentLevelBasic","AllEOCMathYear1Level3","AllEOCMathYear1PercentLevel3","AllEOCMathYear1Level4","AllEOCMathYear1PercentLevel4","AllEOCMathYear1NoScore","AllEOCMathYear1PercentNoScore","AllEOCMathYear1NotMet","AllEOCMathYear1PercentNotMet","AllEOCMathYear1ExcusedAbsence","AllEOCMathYear1Exempted","GeometryTotalTestedNotTested","GeometryTotalTested","GeometryMetStandardIncludingPrevPass","GeometryPercentMetStandardIncludingPrevPass","GeometryMetStandardWithoutPrevPass","GeometryPercentMetStandardWithoutPrevPass","GeometryPercentMetStandardExcludingNoScore","GeometryLevel1","GeometryPercentLevel1","GeometryLevel2","GeometryPercentLevel2","GeometryLevelBasic","GeometryPercentLevelBasic","GeometryLevel3","GeometryPercentLevel3","GeometryLevel4","GeometryPercentLevel4","GeometryNoScore","GeometryPercentNoScore","GeometryNotMet","GeometryPercentNotMet","GeometryExcusedAbsence","GeometryExempted","Integrated2TotalTestedNotTested","Integrated2TotalTested","Integrated2MetStandardIncludingPrevPass","Integrated2PercentMetStandardIncludingPrevPass","Integrated2MetStandardWithoutPrevPass","Integrated2PercentMetStandardWithoutPrevPass","Integrated2PercentMetStandardExcludingNoScore","Integrated2Level1","Integrated2PercentLevel1","Integrated2Level2","Integrated2PercentLevel2","Integrated2LevelBasic","Integrated2PercentLevelBasic","Integrated2Level3","Integrated2PercentLevel3","Integrated2Level4","Integrated2PercentLevel4","Integrated2NoScore","Integrated2PercentNoScore","Integrated2NotMet","Integrated2PercentNotMet","Integrated2ExcusedAbsence","Integrated2Exempted","Retake2TotalTestedNotTested","Retake2TotalTested","Retake2MetStandardIncludingPrevPass","Retake2PercentMetStandardIncludingPrevPass","Retake2MetStandardWithoutPrevPass","Retake2PercentMetStandardWithoutPrevPass","Retake2PercentMetStandardExcludingNoScore","Retake2Level1","Retake2PercentLevel1","Retake2Level2","Retake2PercentLevel2","Retake2LevelBasic","Retake2PercentLevelBasic","Retake2Level3","Retake2PercentLevel3","Retake2Level4","Retake2PercentLevel4","Retake2NoScore","Retake2PercentNoScore","Retake2NotMet","Retake2PercentNotMet","Retake2ExcusedAbsence","Retake2Exempted","AllEOCMathYear2TotalTestedNotTested","AllEOCMathYear2TotalTested","AllEOCMathYear2MetStandardIncludingPrevPass","AllEOCMathYear2PercentMetStandardIncludingPrevPass","AllEOCMathYear2MetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardExcludingNoScore","AllEOCMathYear2Level1","AllEOCMathYear2PercentLevel1","AllEOCMathYear2Level2","AllEOCMathYear2PercentLevel2","AllEOCMathYear2LevelBasic","AllEOCMathYear2PercentLevelBasic","AllEOCMathYear2Level3","AllEOCMathYear2PercentLevel3","AllEOCMathYear2Level4","AllEOCMathYear2PercentLevel4","AllEOCMathYear2NoScore","AllEOCMathYear2PercentNoScore","AllEOCMathYear2NotMet","AllEOCMathYear2PercentNotMet","AllEOCMathYear2ExcusedAbsence","AllEOCMathYear2Exempted","BiologyTotalTestedNotTested","BiologyTotalTested","BiologyMetStandardIncludingPrevPass","BiologyPercentMetStandardIncludingPrevPass","BiologyMetStandardWithoutPrevPass","BiologyPercentMetStandardWithoutPrevPass","BiologyPercentMetStandardExcludingNoScore","BiologyLevel1","BiologyPercentLevel1","BiologyLevel2","BiologyPercentLevel2","BiologyLevelBasic","BiologyPercentLevelBasic","BiologyLevel3","BiologyPercentLevel3","BiologyLevel4","BiologyPercentLevel4","BiologyNoScore","BiologyPercentNoScore","BiologyNotMet","BiologyPercentNotMet","BiologyExcusedAbsence","BiologyExempted"
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","12",2,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,6,13.59,6,13.59,13.6,24,54.5,14,31.8,1,2.2,4,9,1,2.2,0,0,38,86.29,0,900,2,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,4,17.3,4,17.3,17.4,12,52.1,7,30.39,0,0,3,13,1,4.29,0,0,19,82.59,0,558,2,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06114","Evergreen School District (Clark)","All",85,81,23,27,23,27,28.4,36,42.29,22,25.8,2,2.29,18,21.1,3,3.5,4,4.7,62,72.9,6,1340,2703,2683,1539,56.89,1539,56.89,57.4,544,20.1,600,22.1,76,2.79,756,27.89,707,26.1,20,0.7,1164,43,35,2537,,,,,,,,,,,,,,,,,,,,,,,,2788,2764,1562,56.89,1562,56.89,57.4,580,42.29,622,25.8,78,2.79,774,27.89,710,26.1,24,4.7,1226,72.9,41,3877,12,12,5,41.6,5,41.6,41.7,4,33.29,3,25,0,0,2,16.6,3,25,0,0,7,58.29,0,46,2108,2098,1452,68.79,1452,68.79,69.2,230,10.9,416,19.69,35,1.6,717,34,700,33.2,10,0.4,656,31.1,3,1918,,,,,,,,,,,,,,,,,,,,,,,,2120,2110,1457,68.79,1457,68.79,69.2,234,33.29,419,25,35,1.6,719,34,703,33.2,10,0.4,663,58.29,3,1964,2072,2025,1493,72,1493,72,73.7,127,6.09,405,19.5,70,3.29,740,35.7,683,32.89,47,2.2,579,27.89,51,1703
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","7&Lower",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","8",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","9",360,360,283,78.59,283,78.59,78.6,33,9.09,44,12.19,7,1.89,124,34.39,152,42.2,0,0,77,21.3,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,360,283,78.59,283,78.59,78.6,33,9.09,44,12.19,7,1.89,124,34.39,152,42.2,0,0,77,21.3,0,132,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","10",68,60,454,91.1,24,35.2,40,16,23.5,20,29.39,2,2.89,20,29.39,2,2.89,8,11.69,44,64.7,2,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,60,460,91.2,24,35.2,40,16,23.5,20,29.39,2,2.89,20,29.39,2,2.89,8,11.69,44,64.7,2,438,306,306,405,92.4,273,89.2,89.2,9,2.89,24,7.79,4,1.3,143,46.7,126,41.1,0,0,33,10.69,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,306,408,92.5,273,89.2,89.2,9,2.89,24,7.79,4,1.3,143,46.7,126,41.1,0,0,33,10.69,0,135,482,475,448,88.7,425,88.09,89.5,11,2.2,39,8,19,3.89,125,25.89,281,58.2,7,1.39,57,11.8,7,30
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","11",33,33,11,33.29,11,33.29,33.3,14,42.39,8,24.19,0,0,8,24.19,3,9,0,0,22,66.59,0,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,11,33.29,11,33.29,33.3,14,42.39,8,24.19,0,0,8,24.19,3,9,0,0,22,66.59,0,279,17,17,7,41.1,7,41.1,41.2,3,17.6,7,41.1,0,0,7,41.1,0,0,0,0,10,58.79,0,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,7,41.1,7,41.1,41.2,3,17.6,7,41.1,0,0,7,41.1,0,0,0,0,10,58.79,0,341,7,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","12",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06117","Camas School District","All",592,584,448,75.59,448,75.59,76.7,63,10.59,73,12.3,9,1.5,159,26.8,280,47.2,8,1.3,144,24.3,2,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,584,448,75.59,448,75.59,76.7,63,10.59,73,12.3,9,1.5,159,26.8,280,47.2,8,1.3,144,24.3,2,1053,458,458,414,90.29,414,90.29,90.4,12,2.6,32,6.9,4,0.8,162,35.29,248,54.1,0,0,44,9.59,0,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,458,414,90.29,414,90.29,90.4,12,2.6,32,6.9,4,0.8,162,35.29,248,54.1,0,0,44,9.59,0,729,498,491,437,87.7,437,87.7,89,11,2.2,43,8.59,20,4,130,26.1,287,57.6,7,1.39,61,12.19,7,379
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","7&Lower",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","8",407,407,335,82.29,335,82.29,82.3,19,4.59,53,13,1,0.2,136,33.39,198,48.6,0,0,72,17.6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,407,335,82.29,335,82.29,82.3,19,4.59,53,13,1,0.2,136,33.39,198,48.6,0,0,72,17.6,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","9",529,529,390,73.7,390,73.7,73.7,33,6.2,106,20,3,0.5,246,46.5,141,26.6,0,0,139,26.19,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,529,390,73.7,390,73.7,73.7,33,6.2,106,20,3,0.5,246,46.5,141,26.6,0,0,139,26.19,0,337,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,193,193,169,87.5,169,87.5,87.6,1,0.5,23,11.9,0,0,52,26.89,117,60.6,0,0,24,12.4,3,2
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","10",332,279,819,80.6,135,40.6,48.4,75,22.5,69,20.69,10,3,104,31.3,21,6.29,53,15.9,197,59.29,21,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,279,838,80.9,135,40.6,48.4,75,22.5,69,20.69,10,3,104,31.3,21,6.29,53,15.9,197,59.29,21,752,418,417,646,91.8,361,86.29,86.6,13,3.1,43,10.19,0,0,184,44,177,42.29,1,0.2,57,13.59,1,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,417,651,91.9,361,86.29,86.6,13,3.1,43,10.19,0,0,184,44,177,42.29,1,0.2,57,13.59,1,293,1010,944,735,69.9,694,68.7,73.5,30,2.89,220,21.69,32,3.1,377,37.29,285,28.19,66,6.5,316,31.19,42,98
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","11",91,91,30,32.89,30,32.89,33,35,38.39,26,28.5,3,3.2,26,28.5,1,1,0,0,61,67,0,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,30,32.89,30,32.89,33,35,38.39,26,28.5,3,3.2,26,28.5,1,1,0,0,61,67,0,507,118,118,69,58.39,69,58.39,58.5,17,14.4,32,27.1,0,0,54,45.7,15,12.69,0,0,49,41.5,0,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,118,69,58.39,69,58.39,58.5,17,14.4,32,27.1,0,0,54,45.7,15,12.69,0,0,49,41.5,0,448,20,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","12",29,29,6,20.6,6,20.6,20.7,9,31,14,48.2,0,0,6,20.6,0,0,0,0,23,79.29,0,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,6,20.6,6,20.6,20.7,9,31,14,48.2,0,0,6,20.6,0,0,0,0,23,79.29,0,488,28,28,9,32.1,9,32.1,32.1,8,28.5,11,39.2,0,0,8,28.5,1,3.5,0,0,19,67.79,0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,9,32.1,9,32.1,32.1,8,28.5,11,39.2,0,0,8,28.5,1,3.5,0,0,19,67.79,0,444,6,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06119","Battle Ground School District","All",1404,1351,912,64.9,912,64.9,67.5,171,12.09,268,19,17,1.19,518,36.79,377,26.8,53,3.7,492,35,21,2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404,1351,912,64.9,912,64.9,67.5,171,12.09,268,19,17,1.19,518,36.79,377,26.8,53,3.7,492,35,21,2097,909,908,777,85.4,777,85.4,85.6,39,4.2,92,10.09,0,0,311,34.2,466,51.2,1,0.1,132,14.5,1,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,908,777,85.4,777,85.4,85.6,39,4.2,92,10.09,0,0,311,34.2,466,51.2,1,0.1,132,14.5,1,1197,1229,1163,882,71.7,882,71.7,75.8,32,2.6,249,20.19,33,2.6,441,35.79,408,33.1,66,5.29,347,28.19,45,677
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","8",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","9",113,113,96,84.9,96,84.9,85,10,8.8,7,6.09,5,4.4,33,29.19,58,51.29,0,0,17,15,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,96,84.9,96,84.9,85,10,8.8,7,6.09,5,4.4,33,29.19,58,51.29,0,0,17,15,0,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","10",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,102,102,140,90.9,88,86.2,86.3,12,11.69,2,1.89,1,0.9,37,36.2,50,49,0,0,14,13.69,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,141,90.9,88,86.2,86.3,12,11.69,2,1.89,1,0.9,37,36.2,50,49,0,0,14,13.69,0,53,113,111,150,92,100,88.4,90.1,2,1.7,9,7.9,12,10.59,54,47.7,34,30,2,1.7,13,11.5,1,52
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","11",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 112","06","Clark","06122","Ridgefield School District","All",152,152,128,84.2,128,84.2,84.2,14,9.19,10,6.5,5,3.2,37,24.3,86,56.5,0,0,24,15.69,1,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,152,128,84.2,128,84.2,84.2,14,9.19,10,6.5,5,3.2,37,24.3,86,56.5,0,0,24,15.69,1,323,155,155,139,89.59,139,89.59,89.7,12,7.7,4,2.5,1,0.6,45,29,93,60,0,0,16,10.3,0,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,155,139,89.59,139,89.59,89.7,12,7.7,4,2.5,1,0.6,45,29,93,60,0,0,16,10.3,0,251,138,136,123,89.09,123,89.09,90.4,3,2.1,10,7.2,12,8.59,61,44.2,50,36.2,2,1.39,15,10.8,4,154
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","8",12,12,11,91.59,11,91.59,91.7,0,0,1,8.3,0,0,5,41.6,6,50,0,0,1,8.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,11,91.59,11,91.59,91.7,0,0,1,8.3,0,0,5,41.6,6,50,0,0,1,8.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","9",26,26,14,53.79,14,53.79,53.8,5,19.19,7,26.89,0,0,14,53.79,0,0,0,0,12,46.1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,14,53.79,14,53.79,53.8,5,19.19,7,26.89,0,0,14,53.79,0,0,0,0,12,46.1,0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","10",15,14,33,73.3,3,20,21.4,5,33.29,6,40,1,6.59,2,13.3,0,0,1,6.59,12,80,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,33,73.3,3,20,21.4,5,33.29,6,40,1,6.59,2,13.3,0,0,1,6.59,12,80,0,35,24,24,27,84.3,19,79.09,79.2,0,0,5,20.8,0,0,13,54.1,6,25,0,0,5,20.8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,27,84.3,19,79.09,79.2,0,0,5,20.8,0,0,13,54.1,6,25,0,0,5,20.8,0,8,48,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","11",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07002","Dayton School District","All",63,62,29,46,29,46,46.8,16,25.3,17,26.89,1,1.5,22,34.89,6,9.5,1,1.5,34,53.89,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,62,29,46,29,46,46.8,16,25.3,17,26.89,1,1.5,22,34.89,6,9.5,1,1.5,34,53.89,0,71,42,42,30,71.4,30,71.4,71.4,1,2.29,11,26.1,0,0,18,42.79,12,28.5,0,0,12,28.5,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,30,71.4,30,71.4,71.4,1,2.29,11,26.1,0,0,18,42.79,12,28.5,0,0,12,28.5,0,32,51,48,43,84.29,43,84.29,89.6,0,0,5,9.8,1,1.89,18,35.2,24,47,3,5.79,8,15.59,0,30
"2012-13","Educational Service District 123","07","Columbia","07035","Starbuck School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07035","Starbuck School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","07","Columbia","07035","Starbuck School District","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
