"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","ReadingTotalTestedNotTested","ReadingTotalMSP_HSPETested","ReadingMetStandardIncludingPrevPass","ReadingPercentMetStandardIncludingPrevPass","ReadingMetStandardWithoutPrevPass","ReadingPercentMetStandardWithoutPrevPass","ReadingPercentMetStandardExcludingNoScore","ReadingLevel1","ReadingPercentLevel1","ReadingLevel2","ReadingPercentLevel2","ReadingLevelBasic","ReadingPercentLevelBasic","ReadingLevel3","ReadingPercentLevel3","ReadingLevel4","ReadingPercentLevel4","ReadingNoScore","ReadingPercentNoScore","ReadingNotMet","ReadingPercentNotMet","ReadingExcusedAbsence","ReadingExempted","ReadingWAASPORT","ReadingWAASDAPE","MathTotalTestedNotTested","MathTotalMSP_HSPETested","MathMetStandardIncludingPrevPass","MathPercentMetStandardIncludingPrevPass","MathMetStandardWithoutPrevPass","MathPercentMetStandardWithoutPrevPass","MathPercentMetStandardExcludingNoScore","MathLevel1","MathPercentLevel1","MathLevel2","MathPercentLevel2","MathLevelBasic","MathPercentLevelBasic","MathLevel3","MathPercentLevel3","MathLevel4","MathPercentLevel4","MathNoScore","MathPercentNoScore","MathNotMet","MathPercentNotMet","MathExcusedAbsence","MathExempted","MathWAASPORT","MathWAASDAPE","WritingTotalTestedNotTested","WritingTotalMSP_HSPETested","WritingMetStandardIncludingPrevPass","WritingPercentMetStandardIncludingPrevPass","WritingMetStandardWithoutPrevPass","WritingPercentMetStandardWithoutPrevPass","WritingPercentMetStandardExcludingNoScore","WritingLevel1","WritingPercentLevel1","WritingLevel2","WritingPercentLevel2","WritingLevelBasic","WritingPercentLevelBasic","WritingLevel3","WritingPercentLevel3","WritingLevel4","WritingPercentLevel4","WritingNoScore","WritingPercentNoScore","WritingNotMet","WritingPercentNotMet","WritingExcusedAbsence","WritingExempted","WritingWAASPORT","WritingWAASDAPE","ScienceTotalTestedNotTested","ScienceTotalMSP_HSPETested","ScienceMetStandardIncludingPrevPass","SciencePercentMetStandardIncludingPrevPass","ScienceMetStandardWithoutPrevPass","SciencePercentMetStandardWithoutPrevPass","SciencePercentMetStandardExcludingNoScore","ScienceLevel1","SciencePercentLevel1","ScienceLevel2","SciencePercentLevel2","ScienceLevelBasic","SciencePercentLevelBasic","ScienceLevel3","SciencePercentLevel3","ScienceLevel4","SciencePercentLevel4","ScienceNoScore","SciencePercentNoScore","ScienceNotMet","SciencePercentNotMet","ScienceExcusedAbsence","ScienceExempted","ScienceWAASPORT","ScienceWAASDAPE","ReadingLevelIndex","MathLevelIndex"
"2012-13","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09102","Palisades School District",5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",3,408,407,294,72,294,72,72.2,50,12.19,63,15.4,3,0.7,134,32.79,157,38.39,1,0.2,114,27.89,0,0,4,,408,407,261,63.89,261,63.89,64.1,60,14.69,86,21,3,0.7,176,43.1,82,20,1,0.2,147,36,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.95,2.66
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",4,411,410,334,81.2,334,81.2,81.5,9,2.1,67,16.3,29,7,195,47.39,110,26.69,1,0.2,77,18.69,0,1,1,,411,409,237,57.6,237,57.6,57.9,79,19.19,93,22.6,3,0.7,121,29.39,113,27.39,2,0.4,174,42.29,0,1,1,,411,404,285,69.29,285,69.29,70.5,45,10.9,74,18,14,3.39,156,37.89,115,27.89,7,1.7,126,30.6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.84,2.62
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",5,409,405,290,70.9,290,70.9,71.6,20,4.79,95,23.19,16,3.89,126,30.8,148,36.1,4,0.9,119,29,0,4,3,,410,406,210,51.2,210,51.2,51.7,75,18.19,121,29.5,2,0.4,142,34.6,66,16,4,0.9,200,48.7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,409,405,242,59.1,242,59.1,59.8,65,15.8,98,23.89,2,0.4,145,35.39,95,23.19,4,0.9,167,40.79,0,4,3,"NA",2.88,2.45
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",6,445,441,327,73.4,327,73.4,74.1,36,8,78,17.5,5,1.1,179,40.2,143,32.1,4,0.8,118,26.5,1,3,2,,446,440,249,55.79,249,55.79,56.6,112,25.1,79,17.69,0,0,156,34.89,93,20.8,6,1.3,197,44.1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.92,2.48
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",7,417,414,274,65.7,274,65.7,66.2,33,7.9,107,25.6,5,1.1,115,27.5,154,36.89,3,0.7,143,34.2,1,0,2,,416,412,271,65.09,271,65.09,65.8,87,20.89,54,12.9,2,0.4,112,26.89,157,37.7,4,0.9,145,34.79,1,1,2,,415,412,344,82.79,344,82.79,83.5,22,5.29,46,11,14,3.29,179,43.1,151,36.29,3,0.7,71,17.1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.89,2.78
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",8,436,428,266,61,266,61,62.1,61,13.9,101,23.1,4,0.9,94,21.5,168,38.5,8,1.8,170,38.89,1,3,1,,437,429,208,47.5,208,47.5,48.5,120,27.39,101,23.1,1,0.2,133,30.39,74,16.89,8,1.8,229,52.39,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,434,426,238,54.79,238,54.79,55.9,62,14.19,126,29,11,2.5,166,38.2,61,14,8,1.8,196,45.1,4,2,1,"NA",2.79,2.32
"2012-13","North Central Educational Service District 171","09","Douglas","09206","Eastmont School District",10,408,397,332,81.3,332,81.29,83.6,22,5.29,43,10.5,10,2.39,121,29.6,201,49.2,11,2.6,76,18.6,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,402,384,342,85,342,85,89.1,8,1.89,34,8.4,12,2.89,168,41.7,162,40.2,18,4.4,60,14.9,9,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.12,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",3,12,12,7,58.29,7,58.29,58.3,3,25,2,16.6,0,0,4,33.29,3,25,0,0,5,41.6,0,0,,,12,12,7,58.29,7,58.29,58.3,3,25,2,16.6,0,0,4,33.29,3,25,0,0,5,41.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.58,2.58
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",4,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",5,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",6,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",7,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171","09","Douglas","09207","Mansfield School District",10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",3,12,12,9,75,9,75,75,1,8.3,2,16.6,0,0,4,33.29,5,41.6,0,0,3,25,0,0,,,12,12,5,41.6,5,41.6,41.7,4,33.29,3,25,0,0,3,25,2,16.6,0,0,7,58.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.08,2.25
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",4,18,18,12,66.59,12,66.59,66.7,1,5.5,5,27.69,0,0,7,38.79,5,27.69,0,0,6,33.29,0,0,,,18,18,10,55.5,10,55.5,55.6,4,22.19,4,22.19,0,0,7,38.79,3,16.6,0,0,8,44.39,0,0,,,18,17,7,38.79,7,38.79,41.2,4,22.19,6,33.29,0,0,3,16.6,4,22.19,1,5.5,11,61.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.88,2.49
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",5,15,15,11,73.29,11,73.29,73.3,1,6.59,3,20,1,6.59,4,26.6,6,40,0,0,4,26.6,0,0,,,15,15,9,60,9,60,60,1,6.59,5,33.29,0,0,6,40,3,20,0,0,6,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,13,86.59,13,86.59,86.7,0,0,2,13.3,2,13.3,6,40,5,33.29,0,0,2,13.3,0,0,,"NA",2.86,2.73
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",6,18,18,8,44.39,8,44.39,44.4,3,16.6,7,38.79,1,5.5,6,33.29,1,5.5,0,0,10,55.5,0,0,,,18,18,8,44.39,8,44.39,44.4,6,33.29,4,22.19,0,0,8,44.39,0,0,0,0,10,55.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.16,2.11
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",7,25,25,15,60,15,60,60,3,12,7,28,2,8,4,16,9,36,0,0,10,40,0,0,,,25,25,12,48,12,48,48,9,36,4,16,0,0,7,28,5,20,0,0,13,52,0,0,,,25,24,18,72,18,72,75,4,16,2,8,2,8,10,40,6,24,1,4,7,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.6,2.32
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",8,23,23,15,65.2,15,65.2,65.2,3,13,5,21.69,0,0,8,34.7,7,30.39,0,0,8,34.7,0,0,,,23,23,11,47.79,11,47.79,47.8,4,17.3,8,34.7,1,4.29,8,34.7,2,8.59,0,0,12,52.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,16,69.5,16,69.5,69.6,1,4.29,6,26,2,8.59,12,52.1,2,8.59,0,0,7,30.39,0,0,,"NA",2.82,2.25
"2012-13","North Central Educational Service District 171",,,"09209","Waterville School District",10,29,25,22,73.3,21,72.4,84,0,0,4,13.69,0,0,11,37.89,10,34.39,4,13.69,8,27.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,22,73.3,21,72.4,84,1,3.39,3,10.3,0,0,18,62,3,10.3,4,13.69,8,27.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.79,
"2012-13","Educational Service District 101","10","Ferry","10003","Keller School District",3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10003","Keller School District",4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10003","Keller School District",5,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10003","Keller School District",6,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",3,12,11,7,58.29,7,58.29,63.6,1,8.3,3,25,0,0,3,25,4,33.29,1,8.3,5,41.6,0,0,,,12,11,3,25,3,25,27.3,4,33.29,4,33.29,0,0,1,8.3,2,16.6,1,8.3,9,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.66,1.91
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",4,19,18,14,73.59,14,73.59,77.8,0,0,4,21,3,15.69,8,42.1,3,15.69,1,5.2,5,26.3,0,0,,,19,18,6,31.5,6,31.5,33.3,8,42.1,4,21,0,0,6,31.5,0,0,1,5.2,13,68.4,0,0,,,19,18,13,68.4,13,68.4,72.2,2,10.5,3,15.69,1,5.2,9,47.29,3,15.69,1,5.2,6,31.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.31,1.79
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",5,14,14,11,78.5,11,78.5,78.6,1,7.09,2,14.19,0,0,4,28.5,7,50,0,0,3,21.39,0,0,,,14,14,4,28.5,4,28.5,28.6,4,28.5,6,42.79,0,0,3,21.39,1,7.09,0,0,10,71.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,8,57.1,8,57.1,57.1,3,21.39,3,21.39,0,0,7,50,1,7.09,0,0,6,42.79,0,0,,"NA",3.21,2.07
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",6,16,16,10,62.5,10,62.5,62.5,2,12.5,4,25,1,6.2,7,43.7,2,12.5,0,0,6,37.5,0,0,,,16,16,7,43.7,7,43.7,43.8,5,31.19,4,25,0,0,4,25,3,18.69,0,0,9,56.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.44,2.31
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",7,13,13,8,61.5,8,61.5,61.5,0,0,5,38.39,2,15.3,2,15.3,4,30.69,0,0,5,38.39,0,1,,,12,12,7,58.29,7,58.29,58.3,4,33.29,1,8.3,1,8.3,4,33.29,2,16.6,0,0,5,41.6,1,1,,,12,11,7,58.29,7,58.29,63.6,3,25,1,8.3,1,8.3,5,41.6,1,8.3,1,8.3,5,41.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.45,2.16
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",8,17,17,12,70.5,12,70.5,70.6,1,5.79,4,23.5,0,0,7,41.1,5,29.39,0,0,5,29.39,0,0,,,17,17,5,29.39,5,29.39,29.4,9,52.89,3,17.6,0,0,4,23.5,1,5.79,0,0,12,70.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,12,70.5,12,70.5,70.6,0,0,5,29.39,1,5.79,9,52.89,2,11.69,0,0,5,29.39,0,0,,"NA",2.94,1.82
"2012-13","Educational Service District 101","10","Ferry","10050","Curlew School District",10,23,20,19,82.6,19,82.59,95,1,4.29,0,0,3,13,2,8.59,14,60.79,3,13,4,17.3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,19,17,77.2,17,77.2,89.5,0,0,2,9,2,9,10,45.39,5,22.69,3,13.59,5,22.69,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.73,
"2012-13","Educational Service District 101","10","Ferry","10065","Orient School District",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10065","Orient School District",5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10065","Orient School District",6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10065","Orient School District",7,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10065","Orient School District",8,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",3,14,14,3,21.39,3,21.39,21.4,9,64.2,2,14.19,0,0,0,0,3,21.39,0,0,11,78.5,0,0,,,14,14,4,28.5,4,28.5,28.6,5,35.7,5,35.7,0,0,3,21.39,1,7.09,0,0,10,71.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.78,2
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",4,17,17,9,52.89,9,52.89,52.9,2,11.69,6,35.2,0,0,8,47,1,5.79,0,0,8,47,0,0,1,,17,17,8,47,8,47,47.1,6,35.2,3,17.6,0,0,6,35.2,2,11.69,0,0,9,52.89,0,0,1,,17,17,5,29.39,5,29.39,29.4,5,29.39,7,41.1,0,0,4,23.5,1,5.79,0,0,12,70.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.46,2.23
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",5,16,16,6,37.5,6,37.5,37.5,4,25,6,37.5,0,0,3,18.69,3,18.69,0,0,10,62.5,0,0,,,16,16,7,43.7,7,43.7,43.8,5,31.19,4,25,0,0,4,25,3,18.69,0,0,9,56.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,5,31.19,5,31.19,31.3,7,43.7,4,25,0,0,4,25,1,6.2,0,0,11,68.7,0,0,,"NA",2.31,2.31
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",6,18,18,6,33.29,6,33.29,33.3,4,22.19,8,44.39,0,0,5,27.69,1,5.5,0,0,12,66.59,0,0,,,18,18,4,22.19,4,22.19,22.2,11,61.1,3,16.6,0,0,4,22.19,0,0,0,0,14,77.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.16,1.61
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",7,14,14,2,14.19,2,14.19,14.3,4,28.5,8,57.1,0,0,2,14.19,0,0,0,0,12,85.7,0,0,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,14,12,3,21.39,3,21.39,25,3,21.39,6,42.79,0,0,2,14.19,1,7.09,2,14.19,11,78.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",1.85,
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",8,16,,,,,,,,,,,,,,,,,,,,,,,,,16,15,2,12.5,2,12.5,13.3,11,68.7,2,12.5,0,0,1,6.2,1,6.2,1,6.2,14,87.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,"NA",,1.37
"2012-13","Educational Service District 101","10","Ferry","10070","Inchelium School District",10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",,
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",3,27,26,20,74,20,74,76.9,2,7.4,4,14.8,0,0,10,37,10,37,1,3.7,7,25.89,0,1,,,27,26,17,62.89,17,62.89,65.4,3,11.09,6,22.19,0,0,11,40.7,6,22.19,1,3.7,10,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.96,2.66
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",4,28,28,18,64.2,18,64.2,64.3,1,3.5,9,32.1,0,0,10,35.7,8,28.5,0,0,10,35.7,0,1,,,28,28,10,35.7,10,35.7,35.7,10,35.7,8,28.5,0,0,5,17.8,5,17.8,0,0,18,64.2,0,1,,,28,28,12,42.79,12,42.79,42.9,1,3.5,15,53.5,0,0,11,39.2,1,3.5,0,0,16,57.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.89,2.17
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",5,22,22,14,63.6,14,63.6,63.6,0,0,8,36.29,1,4.5,8,36.29,5,22.69,0,0,8,36.29,0,2,,,22,22,15,68.09,15,68.09,68.2,5,22.69,2,9,0,0,9,40.89,6,27.19,0,0,7,31.8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,17,77.2,17,77.2,77.3,1,4.5,4,18.1,0,0,10,45.39,7,31.8,0,0,5,22.69,0,2,,"NA",2.72,2.72
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",6,25,25,18,72,18,72,72,0,0,7,28,2,8,12,48,4,16,0,0,7,28,0,0,,,25,25,8,32,8,32,32,6,24,11,44,0,0,5,20,3,12,0,0,17,68,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.64,2.2
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",7,22,22,13,59,13,59,59.1,1,4.5,8,36.29,0,0,4,18.1,9,40.89,0,0,9,40.89,0,1,,,22,22,14,63.6,14,63.6,63.6,6,27.19,2,9,0,0,7,31.8,7,31.8,0,0,8,36.29,0,1,,,22,22,16,72.7,16,72.7,72.7,0,0,6,27.19,0,0,11,50,5,22.69,0,0,6,27.19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.95,2.68
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",8,27,27,14,51.79,14,51.79,51.9,3,11.09,10,37,0,0,4,14.8,10,37,0,0,13,48.1,0,1,,,27,27,8,29.6,8,29.6,29.6,12,44.39,7,25.89,0,0,6,22.19,2,7.4,0,0,19,70.29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,14,51.79,14,51.79,53.8,1,3.7,11,40.7,0,0,9,33.29,5,18.5,1,3.7,13,48.1,0,1,,"NA",2.77,1.92
"2012-13","Educational Service District 101","10","Ferry","10309","Republic School District",10,27,27,22,81.4,22,81.4,81.5,4,14.8,1,3.7,0,0,8,29.6,14,51.79,0,0,5,18.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",3.18,
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",3,1309,1301,643,49.1,643,49.1,49.4,433,33,225,17.1,0,0,352,26.8,291,22.19,8,0.6,666,50.79,1,12,5,,1309,1302,634,48.39,634,48.39,48.7,325,24.8,343,26.19,0,0,414,31.6,220,16.8,7,0.5,675,51.5,1,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.36,2.39
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",4,1323,1321,719,54.29,719,54.29,54.4,175,13.19,427,32.2,0,0,467,35.2,252,19,2,0.1,604,45.6,0,9,17,,1321,1320,675,51,675,51,51.1,405,30.6,240,18.1,0,0,376,28.39,299,22.6,1,0,646,48.89,2,9,17,,1322,1279,601,45.39,601,45.39,47,319,24.1,359,27.1,0,0,407,30.69,194,14.59,43,3.2,721,54.5,1,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.59,2.42
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",5,1213,1207,686,56.5,686,56.5,56.8,139,11.4,382,31.39,0,0,345,28.39,341,28.1,6,0.4,527,43.39,0,10,5,,1216,1210,649,53.29,649,53.29,53.6,252,20.69,309,25.39,0,0,439,36.1,210,17.19,6,0.4,567,46.6,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,1208,646,53.29,646,53.29,53.5,267,22,295,24.3,0,0,367,30.19,279,23,4,0.3,566,46.6,1,10,5,"NA",2.72,2.49
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",6,1257,1252,637,50.6,637,50.6,50.9,210,16.69,405,32.2,8,0.6,404,32.1,225,17.8,5,0.3,620,49.29,1,9,14,,1256,1249,554,44.1,554,44.1,44.4,398,31.6,297,23.6,5,0.3,346,27.5,203,16.1,7,0.5,702,55.79,3,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.49,2.26
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",7,1155,1151,627,54.2,627,54.2,54.5,142,12.19,382,33,2,0.1,291,25.1,334,28.89,4,0.3,528,45.7,2,10,11,,1156,1152,593,51.2,593,51.2,51.5,372,32.1,187,16.1,0,0,334,28.8,259,22.39,4,0.3,563,48.7,1,10,11,,1156,1131,617,53.29,617,53.29,54.6,204,17.6,310,26.8,1,0,449,38.79,167,14.4,25,2.1,539,46.6,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,"NA",2.69,2.4
"2012-13","Educational Service District 123","11","Franklin","11001","Pasco School District",8,1108,1102,605,54.6,605,54.6,54.9,229,20.6,268,24.1,2,0.1,236,21.19,367,33.1,6,0.5,503,45.29,3,8,11,,1107,1103,441,39.79,441,39.79,40,409,36.89,253,22.8,2,0.1,285,25.69,154,13.9,4,0.3,666,60.1,4,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,1096,508,45.7,508,45.7,46.4,218,19.6,370,33.29,6,0.5,377,33.89,125,11.19,14,1.19,602,54.2,2,7,11,"NA",2.65,2.15
